1,2627
2,2584
3,1799
4,3290
5,2091
6,3294
7,6088
8,1331
9,2646
10,2694
11,38
12,421
13,132
14,1300
15,2136
16,1453
17,2577
18,413
19,1630
20,2533
21,3266
